"","m","b","A"
"Pa__Panke.1__0.543",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"HOW__S530.HOW__0.5",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"SOW__S501.SOW__0.5",-0.00155868444791745,0.0766759843944818,49.192756427979
"UHW__S503.UHW__0.5",-0.00091015910044185,0.0432693445797255,47.5404185473943
"NSK__S201.Nsk__0.465",-0.00645586384817371,0.40877228641527,63.3179843981541
"Pa__Panke.1__0.404",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"Spk__S302.SpK__0.402",-0.000123304278876819,0.153530762866221,1245.13734855543
"HOW__S530.HOW__0.4",-2.33235504610282e-20,0.00214285714285714,91875254860433536
"SOW__S501.SOW__0.4",-0.00155831097270183,0.0766104538585736,49.162494008333
"SOW__S502.SOW__0.4",-0.00155831097270183,0.0766104538585736,49.162494008333
"UHW__S503.UHW__0.4",-0.000902861969306083,0.0430329347682443,47.6628058675661
"WHK__S312.WHK__0.4",-0.00236866600398757,0.205774616326038,86.8736309718735
"Lwk__S313.LwK__0.35",-0.00339003453209302,0.174820674438782,51.568995178007
"Spk__S302.SpK__0.347",-0.000142064226245541,0.155201532972116,1092.47441860464
"Pa__Panke.1__0.328",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"HOW__S530.HOW__0.3",-2.33235504610282e-20,0.00214285714285714,91875254860433536
"SOW__S502.SOW__0.3",-0.001545842646273,0.0748623025608908,48.4281519476658
"UHW__S503.UHW__0.3",-0.000907027654403273,0.0431594566797479,47.5833966806031
"WHK__S312.WHK__0.3",-0.002368838377164,0.206491674375578,87.1700139470014
"Spk__S302.SpK__0.282",-0.000127211404209355,0.157045983417701,1234.52755194217
"Pa__Panke.1__0.254",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"HOW__S530.HOW__0.2",-1.16617752305141e-20,0.00285714285714286,245000679627822688
"NSK__S201.Nsk__0.2",-0.00685666021224884,0.435635094604145,63.5345898905593
"SOW__S502.SOW__0.2",-0.00155000833137019,0.0749888244723944,48.3796267121383
"UHW__S503.UHW__0.2",-0.000878528622565947,0.0422249067748404,48.0632112491825
"Pa__Panke.1__0.199",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"Lwk__S313.LwK__0.18",-0.00335826040990342,0.170619164449756,50.8058171863638
"Pa__Panke.1__0.15",-5.83088761525704e-21,0.00142857142857143,245000679627822688
"Pa__Panke.1__0.126",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"VB__S308.Nordhafen.Vorbecken__0.114",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"Pa__Panke.1__0.106",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"HOW__S530.HOW__0.1",-3.49853256915422e-20,0.00357142857142857,102083616511592816
"Lwk__S313.LwK__0.1",-0.00336397745358852,0.168270637378549,50.0213332877859
"UHW__S503.UHW__0.1",-0.000878528622565947,0.0422249067748404,48.0632112491825
"VB__S308.Nordhafen.Vorbecken__0.097",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"VB__S308.Nordhafen.Vorbecken__0.081",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"VB__S308.Nordhafen.Vorbecken__0.067",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"VB__S308.Nordhafen.Vorbecken__0.052",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"VB__S308.Nordhafen.Vorbecken__0.035",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"Spk__S302.SpK__0.02",-0.000160939089065221,0.17354081796818,1078.30123170296
"VB__S308.Nordhafen.Vorbecken__0.015",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"CVK__S308.CVK__0",-0.00181391166449285,0.201376126889641,111.017604016535
"HOW__S530.HOW__0",-3.49853256915422e-20,0.00357142857142857,102083616511592816
"Lwk__S313.LwK__0",-0.00335894990260916,0.168130253790774,50.0544094629615
"NSK__S201.Nsk__0",-0.00697594245034216,0.440410693457289,63.1327876616424
"Spk__S302.SpK__0",-0.000130055561620539,0.169413155520826,1302.62138281421
"UHW__S503.UHW__0",-0.000850029590728621,0.0409332140127901,48.1550459645802
"VB__S308.Nordhafen.Vorbecken__0",-2.39886003872651e-05,0.00223105475146661,93.0047904191616
"WHK__S312.WHK__0",-0.00244045943197293,0.210322151102326,86.1813756651128
